ADJ,,SPRL,awfullest,awful
ADJ,COMPV,,awkwarder,awkward
ADJ,,SPRL,awkwardest,awkward
ADJ,COMPV,,back-stabbier,back-stabby
ADJ,,SPRL,back-stabbiest,back-stabby
ADJ,COMPV,,backstabbier,backstabby
ADJ,,SPRL,backstabbiest,backstabby
ADJ,COMPV,,worse off,bad off
ADJ,,SPRL,worst off,bad off
ADJ,COMPV,,worse-off,badly-off
ADJ,,SPRL,worst-off,badly-off
ADJ,COMPV,,worse off,badly off
ADJ,,SPRL,worst off,badly off
ADJ,COMPV,,balder,bald
ADJ,,SPRL,baldest,bald
ADJ,COMPV,,balkier,balky
ADJ,,SPRL,balkiest,balky
ADJ,COMPV,,balloonier,balloony
ADJ,,SPRL,ballooniest,balloony
ADJ,COMPV,,ballsier,ballsy
ADJ,,SPRL,ballsiest,ballsy
ADJ,COMPV,,balmier,balmy
ADJ,,SPRL,balmiest,balmy
ADJ,COMPV,,banaler,banal
ADJ,,SPRL,banalest,banal
ADJ,COMPV,,bankier,banky
ADJ,,SPRL,bankiest,banky
ADJ,COMPV,,barkier,barky
ADJ,,SPRL,barkiest,barky
ADJ,COMPV,,barrener,barren
ADJ,,SPRL,barrenest,barren
ADJ,COMPV,,bashier,bashy
ADJ,,SPRL,bashiest,bashy
ADJ,COMPV,,battier,batty
ADJ,,SPRL,battiest,batty
ADJ,COMPV,,bawdier,bawdy
ADJ,,SPRL,bawdiest,bawdy
ADJ,COMPV,,beachier,beachy
ADJ,,SPRL,beachiest,beachy
ADJ,COMPV,,beadier,beady
ADJ,,SPRL,beadiest,beady
ADJ,COMPV,,beamier,beamy
ADJ,,SPRL,beamiest,beamy
ADJ,COMPV,,beardier,beardy
ADJ,,SPRL,beardiest,beardy
ADJ,COMPV,,bearlier,bearly
ADJ,,SPRL,bearliest,bearly
ADJ,COMPV,,beastlier,beastly
ADJ,,SPRL,beastliest,beastly
ADJ,COMPV,,beefier,beefy
ADJ,,SPRL,beefiest,beefy
ADJ,COMPV,,beerier,beery
ADJ,,SPRL,beeriest,beery
ADJ,COMPV,,beggarlier,beggarly
ADJ,,SPRL,beggarliest,beggarly
ADJ,COMPV,,bendlier,bendly
ADJ,,SPRL,bendliest,bendly
ADJ,COMPV,,bendier,bendy
ADJ,,SPRL,bendiest,bendy
ADJ,COMPV,,benigner,benign
ADJ,,SPRL,benignest,benign
ADJ,COMPV,,bigger-dicked,big-dicked
ADJ,,SPRL,biggest-dicked,big-dicked
ADJ,COMPV,,bilgier,bilgy
ADJ,,SPRL,bilgiest,bilgy
ADJ,COMPV,,billowier,billowy
ADJ,,SPRL,billowiest,billowy
ADJ,COMPV,,birdlier,birdly
ADJ,,SPRL,birdliest,birdly
ADJ,COMPV,,bitchier,bitchy
ADJ,,SPRL,bitchiest,bitchy
ADJ,COMPV,,bitier,bitey
ADJ,,SPRL,bitiest,bitey
ADJ,COMPV,,bitsier,bitsy
ADJ,,SPRL,bitsiest,bitsy
ADJ,COMPV,,bitterer,bitter
ADJ,,SPRL,bitterest,bitter
ADJ,COMPV,,bittier,bitty
ADJ,,SPRL,bittiest,bitty
ADJ,COMPV,,bizarrer,bizarre
ADJ,,SPRL,bizarrest,bizarre
ADJ,COMPV,,blabbier,blabby
ADJ,,SPRL,blabbiest,blabby
ADJ,COMPV,,blacker,black
ADJ,,SPRL,blackest,black
ADJ,COMPV,,blanker,blank
ADJ,,SPRL,blankest,blank
ADJ,COMPV,,blater,blate
ADJ,,SPRL,blatest,blate
ADJ,COMPV,,bleachier,bleachy
ADJ,,SPRL,bleachiest,bleachy
ADJ,COMPV,,blearier,bleary
ADJ,,SPRL,bleariest,bleary
ADJ,COMPV,,bleedier,bleedy
ADJ,,SPRL,bleediest,bleedy
ADJ,COMPV,,bleepier,bleepy
ADJ,,SPRL,bleepiest,bleepy
ADJ,COMPV,,blessworthier,blessworthy
ADJ,,SPRL,blessworthiest,blessworthy
ADJ,COMPV,,blinder,blind
ADJ,,SPRL,blindest,blind
ADJ,COMPV,,blingier,blingy
ADJ,,SPRL,blingiest,blingy
ADJ,COMPV,,blippier,blippy
ADJ,,SPRL,blippiest,blippy
ADJ,COMPV,,blither,blithe
ADJ,,SPRL,blithest,blithe
ADJ,COMPV,,blobbier,blobby
ADJ,,SPRL,blobbiest,blobby
ADJ,COMPV,,blockier,blocky
ADJ,,SPRL,blockiest,blocky
ADJ,COMPV,,blogworthier,blogworthy
ADJ,,SPRL,blogworthiest,blogworthy
ADJ,COMPV,,blonder,blond
ADJ,,SPRL,blondest,blond
ADJ,COMPV,,blonder,blonde
ADJ,,SPRL,blondest,blonde
ADJ,COMPV,,bloodthirstier,bloodthirsty
ADJ,,SPRL,bloodthirstiest,bloodthirsty
ADJ,COMPV,,bloodier,bloody
ADJ,,SPRL,bloodiest,bloody
ADJ,COMPV,,bloomlier,bloomly
ADJ,,SPRL,bloomliest,bloomly
ADJ,COMPV,,blossomier,blossomy
ADJ,,SPRL,blossomiest,blossomy
ADJ,COMPV,,blotchier,blotchy
ADJ,,SPRL,blotchiest,blotchy
ADJ,COMPV,,blottier,blotty
ADJ,,SPRL,blottiest,blotty
ADJ,COMPV,,blousier,blousy
ADJ,,SPRL,blousiest,blousy
ADJ,COMPV,,blowsier,blowsy
ADJ,,SPRL,blowsiest,blowsy
ADJ,COMPV,,blowier,blowy
ADJ,,SPRL,blowiest,blowy
ADJ,COMPV,,blowzier,blowzy
ADJ,,SPRL,blowziest,blowzy
ADJ,COMPV,,bluer,blue
ADJ,,SPRL,bluest,blue
ADJ,COMPV,,bluesier,bluesy
ADJ,,SPRL,bluesiest,bluesy
ADJ,COMPV,,blunter,blunt
ADJ,,SPRL,bluntest,blunt
ADJ,COMPV,,blurrier,blurry
ADJ,,SPRL,blurriest,blurry
ADJ,COMPV,,boggier,boggy
ADJ,,SPRL,boggiest,boggy
ADJ,COMPV,,bolshier,bolshie
ADJ,,SPRL,bolshiest,bolshie
ADJ,COMPV,,bolshier,bolshy
ADJ,,SPRL,bolshiest,bolshy
ADJ,COMPV,,bonier,boney
ADJ,,SPRL,boniest,boney
ADJ,COMPV,,bonier,bony
ADJ,,SPRL,boniest,bony
ADJ,COMPV,,booklier,bookly
ADJ,,SPRL,bookliest,bookly
ADJ,COMPV,,bookier,booky
ADJ,,SPRL,bookiest,booky
ADJ,COMPV,,boomier,boomy
ADJ,,SPRL,boomiest,boomy
ADJ,COMPV,,boozier,boozy
ADJ,,SPRL,booziest,boozy
ADJ,COMPV,,boppier,boppy
ADJ,,SPRL,boppiest,boppy
ADJ,COMPV,,boskier,bosky
ADJ,,SPRL,boskiest,bosky
ADJ,COMPV,,bosomier,bosomy
ADJ,,SPRL,bosomiest,bosomy
ADJ,COMPV,,boulder,bould
ADJ,,SPRL,bouldest,bould
ADJ,COMPV,,bouncier,bouncy
ADJ,,SPRL,bounciest,bouncy
ADJ,COMPV,,boxier,boxy
ADJ,,SPRL,boxiest,boxy
ADJ,COMPV,,boy-crazier,boy-crazy
ADJ,,SPRL,boy-craziest,boy-crazy
ADJ,COMPV,,boy crazier,boy crazy
ADJ,,SPRL,boy craziest,boy crazy
ADJ,COMPV,,bragger,brag
ADJ,,SPRL,braggest,brag
ADJ,COMPV,,braggier,braggy
ADJ,,SPRL,braggiest,braggy
ADJ,COMPV,,brainier,brainy
ADJ,,SPRL,brainiest,brainy
ADJ,COMPV,,bramblier,brambly
ADJ,,SPRL,brambliest,brambly
ADJ,COMPV,,brassier,brassy
ADJ,,SPRL,brassiest,brassy
ADJ,COMPV,,brattier,bratty
ADJ,,SPRL,brattiest,bratty
ADJ,COMPV,,braver,brave
ADJ,,SPRL,bravest,brave
ADJ,COMPV,,brawnier,brawny
ADJ,,SPRL,brawniest,brawny
ADJ,COMPV,,breadier,bready
ADJ,,SPRL,breadiest,bready
ADJ,COMPV,,breakler,breakle
ADJ,,SPRL,breaklest,breakle
ADJ,COMPV,,breakier,breaky
ADJ,,SPRL,breakiest,breaky
ADJ,COMPV,,breastier,breasty
ADJ,,SPRL,breastiest,breasty
ADJ,COMPV,,breathlier,breathly
ADJ,,SPRL,breathliest,breathly
ADJ,COMPV,,breathier,breathy
ADJ,,SPRL,breathiest,breathy
ADJ,COMPV,,breezier,breezy
ADJ,,SPRL,breeziest,breezy
ADJ,COMPV,,brickier,bricky
ADJ,,SPRL,brickiest,bricky
ADJ,COMPV,,brighter,bright
ADJ,,SPRL,brightest,bright
ADJ,COMPV,,brinier,briny
ADJ,,SPRL,briniest,briny
ADJ,COMPV,,brisker,brisk
ADJ,,SPRL,briskest,brisk
ADJ,COMPV,,bristlier,bristly
ADJ,,SPRL,bristliest,bristly
ADJ,COMPV,,brittler,brittle
ADJ,,SPRL,brittlest,brittle
ADJ,COMPV,,broader-mouthed,broad-mouthed
ADJ,,SPRL,broadest-mouthed,broad-mouthed
ADJ,COMPV,,broader,broad
ADJ,,SPRL,broadest,broad
ADJ,COMPV,,bronzier,bronzy
ADJ,,SPRL,bronziest,bronzy
ADJ,COMPV,,broodier,broody
ADJ,,SPRL,broodiest,broody
ADJ,COMPV,,brothier,brothy
ADJ,,SPRL,brothiest,brothy
ADJ,COMPV,,browner,brown
ADJ,,SPRL,brownest,brown
ADJ,COMPV,,brushier,brushy
ADJ,,SPRL,brushiest,brushy
ADJ,COMPV,,brusker,brusk
ADJ,,SPRL,bruskest,brusk
ADJ,COMPV,,brusquer,brusque
ADJ,,SPRL,brusquest,brusque
ADJ,COMPV,,bubblier,bubbly
ADJ,,SPRL,bubbliest,bubbly
ADJ,COMPV,,buffier,buffy
ADJ,,SPRL,buffiest,buffy
ADJ,COMPV,,buggier,buggy
ADJ,,SPRL,buggiest,buggy
ADJ,COMPV,,buglier,bugly
ADJ,,SPRL,bugliest,bugly
ADJ,COMPV,,bulgier,bulgy
ADJ,,SPRL,bulgiest,bulgy
ADJ,COMPV,,bulkier,bulky
ADJ,,SPRL,bulkiest,bulky
ADJ,COMPV,,bullshittier,bullshitty
ADJ,,SPRL,bullshittiest,bullshitty
ADJ,COMPV,,bullier,bully
ADJ,,SPRL,bulliest,bully
ADJ,COMPV,,bumpier,bumpy
ADJ,,SPRL,bumpiest,bumpy
ADJ,COMPV,,bunchier,bunchy
ADJ,,SPRL,bunchiest,bunchy
ADJ,COMPV,,burblier,burbly
ADJ,,SPRL,burbliest,burbly
ADJ,COMPV,,burlier,burly
ADJ,,SPRL,burliest,burly
ADJ,COMPV,,burstier,bursty
ADJ,,SPRL,burstiest,bursty
ADJ,COMPV,,bushier,bushy
ADJ,,SPRL,bushiest,bushy
ADJ,COMPV,,bustier,busty
ADJ,,SPRL,bustiest,busty
ADJ,COMPV,,busier,busy
ADJ,,SPRL,busiest,busy
ADJ,COMPV,,butcher,butch
ADJ,,SPRL,butchest,butch
ADJ,COMPV,,buxomer,buxom
ADJ,,SPRL,buxomest,buxom
ADJ,COMPV,,buzzier,buzzy
ADJ,,SPRL,buzziest,buzzy
ADJ,COMPV,,cagier,cagey
ADJ,,SPRL,cagiest,cagey
ADJ,COMPV,,cagier,cagy
ADJ,,SPRL,cagiest,cagy
ADJ,COMPV,,cakier,cakey
ADJ,,SPRL,cakiest,cakey
ADJ,COMPV,,cakier,caky
ADJ,,SPRL,cakiest,caky
ADJ,COMPV,,callower,callow
ADJ,,SPRL,callowest,callow
ADJ,COMPV,,calmer,calm
ADJ,,SPRL,calmest,calm
ADJ,COMPV,,campier,campy
ADJ,,SPRL,campiest,campy
ADJ,COMPV,,cannier,canny
ADJ,,SPRL,canniest,canny
ADJ,COMPV,,cantier,canty
ADJ,,SPRL,cantiest,canty
ADJ,COMPV,,cashworthier,cashworthy
ADJ,,SPRL,cashworthiest,cashworthy
ADJ,COMPV,,castworthier,castworthy
ADJ,,SPRL,castworthiest,castworthy
ADJ,COMPV,,catchier,catchy
ADJ,,SPRL,catchiest,catchy
ADJ,COMPV,,catlier,catly
ADJ,,SPRL,catliest,catly
ADJ,COMPV,,chaffier,chaffy
ADJ,,SPRL,chaffiest,chaffy
ADJ,COMPV,,chalkier,chalky
ADJ,,SPRL,chalkiest,chalky
ADJ,COMPV,,chancier,chancy
ADJ,,SPRL,chanciest,chancy
ADJ,COMPV,,charrier,charry
ADJ,,SPRL,charriest,charry
ADJ,COMPV,,charier,chary
ADJ,,SPRL,chariest,chary
ADJ,COMPV,,chaster,chaste
ADJ,,SPRL,chastest,chaste
ADJ,COMPV,,chattier,chatty
ADJ,,SPRL,chattiest,chatty
ADJ,COMPV,,chavvier,chavvy
ADJ,,SPRL,chavviest,chavvy
ADJ,COMPV,,cheaper,cheap
ADJ,,SPRL,cheapest,cheap
ADJ,COMPV,,cheatier,cheaty
ADJ,,SPRL,cheatiest,cheaty
ADJ,COMPV,,cheekier,cheeky
ADJ,,SPRL,cheekiest,cheeky
ADJ,COMPV,,cheerier,cheery
ADJ,,SPRL,cheeriest,cheery
ADJ,COMPV,,cheesier,cheesy
ADJ,,SPRL,cheesiest,cheesy
ADJ,COMPV,,chestier,chesty
ADJ,,SPRL,chestiest,chesty
ADJ,COMPV,,chewier,chewy
ADJ,,SPRL,chewiest,chewy
ADJ,COMPV,,chicer,chic
ADJ,,SPRL,chicest,chic
ADJ,COMPV,,chillier,chilly
ADJ,,SPRL,chilliest,chilly
ADJ,COMPV,,chinnier,chinny
ADJ,,SPRL,chinniest,chinny
ADJ,COMPV,,chintzier,chintzy
ADJ,,SPRL,chintziest,chintzy
ADJ,COMPV,,chippier,chippy
ADJ,,SPRL,chippiest,chippy
ADJ,COMPV,,chirker,chirk
ADJ,,SPRL,chirkest,chirk
ADJ,COMPV,,chirpier,chirpy
ADJ,,SPRL,chirpiest,chirpy
ADJ,COMPV,,choicer,choice
ADJ,,SPRL,choicest,choice
ADJ,COMPV,,choosier,choosy
ADJ,,SPRL,choosiest,choosy
ADJ,COMPV,,choppier,choppy
ADJ,,SPRL,choppiest,choppy
ADJ,COMPV,,chubbier,chubby
ADJ,,SPRL,chubbiest,chubby
ADJ,COMPV,,chummier,chummy
ADJ,,SPRL,chummiest,chummy
ADJ,COMPV,,chumpier,chumpy
ADJ,,SPRL,chumpiest,chumpy
ADJ,COMPV,,churchlier,churchly
ADJ,,SPRL,churchliest,churchly
ADJ,COMPV,,claggier,claggy
ADJ,,SPRL,claggiest,claggy
ADJ,COMPV,,clammier,clammy
ADJ,,SPRL,clammiest,clammy
ADJ,COMPV,,clangier,clangy
ADJ,,SPRL,clangiest,clangy
ADJ,COMPV,,clankier,clanky
ADJ,,SPRL,clankiest,clanky
ADJ,COMPV,,clartier,clarty
ADJ,,SPRL,clartiest,clarty
ADJ,COMPV,,classier,classy
ADJ,,SPRL,classiest,classy
ADJ,COMPV,,clattier,clatty
ADJ,,SPRL,clattiest,clatty
ADJ,COMPV,,clayier,clayey
ADJ,,SPRL,clayiest,clayey
ADJ,COMPV,,cleaner,clean
ADJ,,SPRL,cleanest,clean
ADJ,COMPV,,clearer,clear
ADJ,,SPRL,clearest,clear
ADJ,COMPV,,cleverer,clever
ADJ,,SPRL,cleverest,clever
ADJ,COMPV,,clickier,clicky
ADJ,,SPRL,clickiest,clicky
ADJ,COMPV,,cliffier,cliffy
ADJ,,SPRL,cliffiest,cliffy
ADJ,COMPV,,clingier,clingy
ADJ,,SPRL,clingiest,clingy
ADJ,COMPV,,closer-knit,close-knit
ADJ,,SPRL,closest-knit,close-knit
ADJ,COMPV,,closer to the wind,close to the wind
ADJ,,SPRL,closest to the wind,close to the wind
ADJ,COMPV,,cloudlier,cloudly
ADJ,,SPRL,cloudliest,cloudly
ADJ,COMPV,,cloudier,cloudy
ADJ,,SPRL,cloudiest,cloudy
ADJ,COMPV,,clubbier,clubby
ADJ,,SPRL,clubbiest,clubby
ADJ,COMPV,,cluckier,clucky
ADJ,,SPRL,cluckiest,clucky
ADJ,COMPV,,clumpier,clumpy
ADJ,,SPRL,clumpiest,clumpy
ADJ,COMPV,,clumsier,clumsy
ADJ,,SPRL,clumsiest,clumsy
ADJ,COMPV,,clunkier,clunky
ADJ,,SPRL,clunkiest,clunky
ADJ,COMPV,,coalier,coaly
ADJ,,SPRL,coaliest,coaly
ADJ,COMPV,,coarser,coarse
ADJ,,SPRL,coarsest,coarse
ADJ,COMPV,,cobwebbier,cobwebby
ADJ,,SPRL,cobwebbiest,cobwebby
ADJ,COMPV,,codgier,codgy
ADJ,,SPRL,codgiest,codgy
ADJ,COMPV,,colder,cold
ADJ,,SPRL,coldest,cold
ADJ,COMPV,,collier,colly
ADJ,,SPRL,colliest,colly
ADJ,COMPV,,comelier,comely
ADJ,,SPRL,comeliest,comely
ADJ,COMPV,,comfortabler,comfortable
ADJ,,SPRL,comfortablest,comfortable
ADJ,COMPV,,comfier,comfy
ADJ,,SPRL,comfiest,comfy
ADJ,COMPV,,commoner,common
ADJ,,SPRL,commonest,common
ADJ,COMPV,,completer,complete
ADJ,,SPRL,completest,complete
ADJ,COMPV,,cootier,cooty
ADJ,,SPRL,cootiest,cooty
ADJ,COMPV,,corkier,corky
ADJ,,SPRL,corkiest,corky
ADJ,COMPV,,cosier,cosie
ADJ,,SPRL,cosiest,cosie
ADJ,COMPV,,costlier,costly
ADJ,,SPRL,costliest,costly
ADJ,COMPV,,cosier,cosy
ADJ,,SPRL,cosiest,cosy
ADJ,COMPV,,courtlier,courtly
ADJ,,SPRL,courtliest,courtly
ADJ,COMPV,,cowardlier,cowardly
ADJ,,SPRL,cowardliest,cowardly
ADJ,COMPV,,cowier,cowy
ADJ,,SPRL,cowiest,cowy
ADJ,COMPV,,cozier,cozy
ADJ,,SPRL,coziest,cozy
ADJ,COMPV,,crabbier,crabby
ADJ,,SPRL,crabbiest,crabby
ADJ,COMPV,,cracklier,crackly
ADJ,,SPRL,crackliest,crackly
ADJ,COMPV,,craftier,crafty
ADJ,,SPRL,craftiest,crafty
ADJ,COMPV,,craggier,craggy
ADJ,,SPRL,craggiest,craggy
ADJ,COMPV,,crampier,crampy
ADJ,,SPRL,crampiest,crampy
ADJ,COMPV,,cranker,crank
ADJ,,SPRL,crankest,crank
ADJ,COMPV,,crankier,cranky
ADJ,,SPRL,crankiest,cranky
ADJ,COMPV,,crappier,crappy
ADJ,,SPRL,crappiest,crappy
ADJ,COMPV,,crashier,crashy
ADJ,,SPRL,crashiest,crashy
ADJ,COMPV,,crasser,crass
ADJ,,SPRL,crassest,crass
ADJ,COMPV,,crazier,crazy
ADJ,,SPRL,craziest,crazy
ADJ,COMPV,,creakier,creaky
ADJ,,SPRL,creakiest,creaky
ADJ,COMPV,,creamier,creamy
ADJ,,SPRL,creamiest,creamy
ADJ,COMPV,,creasier,creasy
ADJ,,SPRL,creasiest,creasy
ADJ,COMPV,,creepier,creepy
ADJ,,SPRL,creepiest,creepy
ADJ,COMPV,,crinklier,crinkly
ADJ,,SPRL,crinkliest,crinkly
ADJ,COMPV,,crisper,crisp
ADJ,,SPRL,crispest,crisp
ADJ,COMPV,,crispier,crispy
ADJ,,SPRL,crispiest,crispy
ADJ,COMPV,,crosser,cross
ADJ,,SPRL,crossest,cross
ADJ,COMPV,,crotchetier,crotchety
ADJ,,SPRL,crotchetiest,crotchety
ADJ,COMPV,,crouchier,crouchy
ADJ,,SPRL,crouchiest,crouchy
ADJ,COMPV,,crowdier,crowdy
ADJ,,SPRL,crowdiest,crowdy
ADJ,COMPV,,crowlier,crowly
ADJ,,SPRL,crowliest,crowly
ADJ,COMPV,,cruddier,cruddy
ADJ,,SPRL,cruddiest,cruddy
ADJ,COMPV,,cruder,crude
ADJ,,SPRL,crudest,crude
ADJ,COMPV,,crueler,cruel
ADJ,COMPV,,crueller,cruel
ADJ,,SPRL,cruelest,cruel
ADJ,,SPRL,cruellest,cruel
ADJ,COMPV,,cruftier,crufty
ADJ,,SPRL,cruftiest,crufty
ADJ,COMPV,,cruisier,cruisy
ADJ,,SPRL,cruisiest,cruisy
ADJ,COMPV,,crumblier,crumbly
ADJ,,SPRL,crumbliest,crumbly
ADJ,COMPV,,crumbier,crumby
ADJ,,SPRL,crumbiest,crumby
ADJ,COMPV,,crummier,crummy
ADJ,,SPRL,crummiest,crummy
ADJ,COMPV,,crunchier,crunchy
ADJ,,SPRL,crunchiest,crunchy
ADJ,COMPV,,crustier,crusty
ADJ,,SPRL,crustiest,crusty
ADJ,COMPV,,crêpier,crêpy
ADJ,,SPRL,crêpiest,crêpy
ADJ,COMPV,,cuddlier,cuddly
ADJ,,SPRL,cuddliest,cuddly
ADJ,COMPV,,cuntier,cunty
ADJ,,SPRL,cuntiest,cunty
ADJ,COMPV,,curiouser,curious
ADJ,,SPRL,curiousest,curious
ADJ,COMPV,,curlier,curly
ADJ,,SPRL,curliest,curly
ADJ,COMPV,,curmudgeonlier,curmudgeonly
ADJ,,SPRL,curmudgeonliest,curmudgeonly
ADJ,COMPV,,currenter,current
ADJ,,SPRL,currentest,current
ADJ,COMPV,,curseworthier,curseworthy
ADJ,,SPRL,curseworthiest,curseworthy
ADJ,COMPV,,curster,curst
ADJ,,SPRL,curstest,curst
ADJ,COMPV,,curter,curt
ADJ,,SPRL,curtest,curt
ADJ,COMPV,,curvier,curvy
ADJ,,SPRL,curviest,curvy
ADJ,COMPV,,cushier,cushy
ADJ,,SPRL,cushiest,cushy
ADJ,COMPV,,cuspier,cuspy
ADJ,,SPRL,cuspiest,cuspy
ADJ,COMPV,,cuter,cute
ADJ,,SPRL,cutest,cute
ADJ,COMPV,,cutesier,cutesie
ADJ,,SPRL,cutesiest,cutesie
ADJ,COMPV,,cutesier,cutesy
ADJ,,SPRL,cutesiest,cutesy
ADJ,,SPRL,dadgummest,dadgum
ADJ,COMPV,,daffier,daffy
ADJ,,SPRL,daffiest,daffy
ADJ,COMPV,,dafter,daft
ADJ,,SPRL,daftest,daft
ADJ,COMPV,,daggier,daggy
ADJ,,SPRL,daggiest,daggy
ADJ,COMPV,,daintier,dainty
ADJ,,SPRL,daintiest,dainty
ADJ,COMPV,,damper,damp
ADJ,,SPRL,dampest,damp
ADJ,COMPV,,dandier,dandy
ADJ,,SPRL,dandiest,dandy
ADJ,COMPV,,dangerouser,dangerous
ADJ,,SPRL,dangerousest,dangerous
ADJ,COMPV,,danker,dank
ADJ,,SPRL,dankest,dank
ADJ,COMPV,,darker,dark
ADJ,,SPRL,darkest,dark
ADJ,COMPV,,darlinger,darling
ADJ,,SPRL,darlingest,darling
ADJ,COMPV,,dashier,dashy
ADJ,,SPRL,dashiest,dashy
ADJ,COMPV,,dastardlier,dastardly
ADJ,,SPRL,dastardliest,dastardly
ADJ,COMPV,,deader,dead
ADJ,,SPRL,deadest,dead
ADJ,COMPV,,deadlier,deadly
ADJ,,SPRL,deadliest,deadly
ADJ,COMPV,,deafer,deaf
ADJ,,SPRL,deafest,deaf
ADJ,COMPV,,deathlier,deathly
ADJ,,SPRL,deathliest,deathly
ADJ,COMPV,,deedier,deedy
ADJ,,SPRL,deediest,deedy
ADJ,COMPV,,deeper,deep
ADJ,,SPRL,deepest,deep
ADJ,COMPV,,deerer,deere
ADJ,,SPRL,deerest,deere
ADJ,,,desunt,deest
ADJ,COMPV,,deffer,def
ADJ,,SPRL,deffest,def
ADJ,COMPV,,defter,deft
ADJ,,SPRL,deftest,deft
ADJ,COMPV,,denser,dense
ADJ,,SPRL,densest,dense
ADJ,COMPV,,derpier,derpy
ADJ,,SPRL,derpiest,derpy
ADJ,COMPV,,devouter,devout
ADJ,,SPRL,devoutest,devout
ADJ,COMPV,,dewier,dewy
ADJ,,SPRL,dewiest,dewy
ADJ,COMPV,,dicier,dicey
